year;state;month;number;date
1998;Amapa;Setembro;20;01/01/1998
1999;Amapa;Setembro;4;01/01/1999
2000;Amapa;Setembro;19;01/01/2000
2001;Amapa;Setembro;95;01/01/2001
2002;Amapa;Setembro;73;01/01/2002
2003;Amapa;Setembro;88;01/01/2003
2004;Amapa;Setembro;67;01/01/2004
2005;Amapa;Setembro;97;01/01/2005
2006;Amapa;Setembro;112;01/01/2006
2007;Amapa;Setembro;61;01/01/2007
2008;Amapa;Setembro;83;01/01/2008
2009;Amapa;Setembro;188;01/01/2009
2010;Amapa;Setembro;63;01/01/2010
2011;Amapa;Setembro;128;01/01/2011
2012;Amapa;Setembro;168;01/01/2012
2013;Amapa;Setembro;85;01/01/2013
2014;Amapa;Setembro;137;01/01/2014
2015;Amapa;Setembro;192;01/01/2015
2016;Amapa;Setembro;142;01/01/2016
2017;Amapa;Setembro;95;01/01/2017
1998;Amapa;Outubro;42;01/01/1998
1999;Amapa;Outubro;25;01/01/1999
2000;Amapa;Outubro;42;01/01/2000
2001;Amapa;Outubro;194;01/01/2001
2002;Amapa;Outubro;557;01/01/2002
2003;Amapa;Outubro;355;01/01/2003
2004;Amapa;Outubro;412;01/01/2004
2005;Amapa;Outubro;335;01/01/2005
2006;Amapa;Outubro;405;01/01/2006
2007;Amapa;Outubro;162;01/01/2007
2008;Amapa;Outubro;395;01/01/2008
2009;Amapa;Outubro;765;01/01/2009
2010;Amapa;Outubro;265;01/01/2010
2011;Amapa;Outubro;304;01/01/2011
2012;Amapa;Outubro;475;01/01/2012
2013;Amapa;Outubro;385;01/01/2013
2014;Amapa;Outubro;480;01/01/2014
2015;Amapa;Outubro;827;01/01/2015
2016;Amapa;Outubro;793;01/01/2016
2017;Amapa;Outubro;468;01/01/2017
1998;Amapa;Novembro;131;01/01/1998
1999;Amapa;Novembro;26;01/01/1999
2000;Amapa;Novembro;157;01/01/2000
2001;Amapa;Novembro;406;01/01/2001
2002;Amapa;Novembro;1.096;01/01/2002
2003;Amapa;Novembro;750;01/01/2003
2004;Amapa;Novembro;949;01/01/2004
2005;Amapa;Novembro;685;01/01/2005
2006;Amapa;Novembro;207;01/01/2006
2007;Amapa;Novembro;198;01/01/2007
2008;Amapa;Novembro;266;01/01/2008
2009;Amapa;Novembro;1.019;01/01/2009
2010;Amapa;Novembro;339;01/01/2010
2011;Amapa;Novembro;282;01/01/2011
2012;Amapa;Novembro;969;01/01/2012
2013;Amapa;Novembro;341;01/01/2013
2014;Amapa;Novembro;484;01/01/2014
2015;Amapa;Novembro;1.301;01/01/2015
2016;Amapa;Novembro;1.161;01/01/2016
2017;Amapa;Novembro;858;01/01/2017
1998;Amapa;Dezembro;84;01/01/1998
1999;Amapa;Dezembro;41;01/01/1999
2000;Amapa;Dezembro;30;01/01/2000
2001;Amapa;Dezembro;593;01/01/2001
2002;Amapa;Dezembro;200;01/01/2002
2003;Amapa;Dezembro;411;01/01/2003
2004;Amapa;Dezembro;777;01/01/2004
2005;Amapa;Dezembro;38;01/01/2005
2006;Amapa;Dezembro;74;01/01/2006
2007;Amapa;Dezembro;14;01/01/2007
2008;Amapa;Dezembro;32;01/01/2008
2009;Amapa;Dezembro;123;01/01/2009
2010;Amapa;Dezembro;43;01/01/2010
2011;Amapa;Dezembro;360;01/01/2011
2012;Amapa;Dezembro;422;01/01/2012
2013;Amapa;Dezembro;148;01/01/2013
2014;Amapa;Dezembro;354;01/01/2014
2015;Amapa;Dezembro;269;01/01/2015
2016;Amapa;Dezembro;491;01/01/2016
1998;Amazonas;Janeiro;0;01/01/1998
1999;Amazonas;Janeiro;3;01/01/1999
2000;Amazonas;Janeiro;7;01/01/2000
2001;Amazonas;Janeiro;3;01/01/2001
2002;Amazonas;Janeiro;17;01/01/2002
2003;Amazonas;Janeiro;158;01/01/2003
2004;Amazonas;Janeiro;123;01/01/2004
2005;Amazonas;Janeiro;44;01/01/2005
2006;Amazonas;Janeiro;20;01/01/2006
2007;Amazonas;Janeiro;37;01/01/2007
2008;Amazonas;Janeiro;16;01/01/2008
2009;Amazonas;Janeiro;9;01/01/2009
2010;Amazonas;Janeiro;82;01/01/2010
2011;Amazonas;Janeiro;53;01/01/2011
2012;Amazonas;Janeiro;6;01/01/2012
2013;Amazonas;Janeiro;37;01/01/2013
2014;Amazonas;Janeiro;46;01/01/2014
2015;Amazonas;Janeiro;35;01/01/2015
2016;Amazonas;Janeiro;770;01/01/2016
2017;Amazonas;Janeiro;65;01/01/2017
1998;Amazonas;Fevereiro;0;01/01/1998
1999;Amazonas;Fevereiro;43;01/01/1999
2000;Amazonas;Fevereiro;62;01/01/2000
2001;Amazonas;Fevereiro;8;01/01/2001
2002;Amazonas;Fevereiro;2;01/01/2002
2003;Amazonas;Fevereiro;62;01/01/2003
2004;Amazonas;Fevereiro;92;01/01/2004
2005;Amazonas;Fevereiro;6;01/01/2005
2006;Amazonas;Fevereiro;10;01/01/2006
2007;Amazonas;Fevereiro;92;01/01/2007
2008;Amazonas;Fevereiro;32;01/01/2008
2009;Amazonas;Fevereiro;3;01/01/2009
2010;Amazonas;Fevereiro;81;01/01/2010
2011;Amazonas;Fevereiro;30;01/01/2011
2012;Amazonas;Fevereiro;25;01/01/2012
2013;Amazonas;Fevereiro;16;01/01/2013
2014;Amazonas;Fevereiro;49;01/01/2014
2015;Amazonas;Fevereiro;107;01/01/2015
2016;Amazonas;Fevereiro;275;01/01/2016
2017;Amazonas;Fevereiro;52;01/01/2017
1998;Amazonas;Março;0;01/01/1998
1999;Amazonas;Março;7;01/01/1999
2000;Amazonas;Março;69;01/01/2000
2001;Amazonas;Março;6;01/01/2001
2002;Amazonas;Março;5;01/01/2002
2003;Amazonas;Março;64;01/01/2003
2004;Amazonas;Março;6;01/01/2004
2005;Amazonas;Março;12;01/01/2005
2006;Amazonas;Março;20;01/01/2006
2007;Amazonas;Março;6;01/01/2007
2008;Amazonas;Março;10;01/01/2008
2009;Amazonas;Março;11;01/01/2009
2010;Amazonas;Março;116;01/01/2010
2011;Amazonas;Março;49;01/01/2011
2012;Amazonas;Março;17;01/01/2012
2013;Amazonas;Março;49;01/01/2013
2014;Amazonas;Março;50;01/01/2014
2015;Amazonas;Março;46;01/01/2015
2016;Amazonas;Março;140;01/01/2016
2017;Amazonas;Março;45;01/01/2017
1998;Amazonas;Abril;0;01/01/1998
1999;Amazonas;Abril;2;01/01/1999
2000;Amazonas;Abril;18;01/01/2000
2001;Amazonas;Abril;1;01/01/2001
2002;Amazonas;Abril;2;01/01/2002
2003;Amazonas;Abril;11;01/01/2003
2004;Amazonas;Abril;4;01/01/2004
2005;Amazonas;Abril;5;01/01/2005
2006;Amazonas;Abril;5;01/01/2006
2007;Amazonas;Abril;0;01/01/2007
2008;Amazonas;Abril;13;01/01/2008
2009;Amazonas;Abril;1;01/01/2009
2010;Amazonas;Abril;11;01/01/2010
2011;Amazonas;Abril;5;01/01/2011
2012;Amazonas;Abril;3;01/01/2012
2013;Amazonas;Abril;20;01/01/2013
2014;Amazonas;Abril;25;01/01/2014
2015;Amazonas;Abril;24;01/01/2015
2016;Amazonas;Abril;22;01/01/2016
2017;Amazonas;Abril;20;01/01/2017
1998;Amazonas;Maio;0;01/01/1998
1999;Amazonas;Maio;0;01/01/1999
2000;Amazonas;Maio;51;01/01/2000
2001;Amazonas;Maio;0;01/01/2001
2002;Amazonas;Maio;8;01/01/2002
2003;Amazonas;Maio;2;01/01/2003
2004;Amazonas;Maio;0;01/01/2004
2005;Amazonas;Maio;8;01/01/2005
2006;Amazonas;Maio;4;01/01/2006
2007;Amazonas;Maio;0;01/01/2007
2008;Amazonas;Maio;1;01/01/2008
2009;Amazonas;Maio;3;01/01/2009
2010;Amazonas;Maio;13;01/01/2010
2011;Amazonas;Maio;6;01/01/2011
2012;Amazonas;Maio;12;01/01/2012
2013;Amazonas;Maio;19;01/01/2013
2014;Amazonas;Maio;12;01/01/2014
2015;Amazonas;Maio;10;01/01/2015
2016;Amazonas;Maio;30;01/01/2016
2017;Amazonas;Maio;40;01/01/2017
1998;Amazonas;Junho;2;01/01/1998
1999;Amazonas;Junho;7;01/01/1999
2000;Amazonas;Junho;6;01/01/2000
2001;Amazonas;Junho;5;01/01/2001
2002;Amazonas;Junho;5;01/01/2002
2003;Amazonas;Junho;3;01/01/2003
2004;Amazonas;Junho;12;01/01/2004
2005;Amazonas;Junho;78;01/01/2005
2006;Amazonas;Junho;9;01/01/2006
2007;Amazonas;Junho;23;01/01/2007
2008;Amazonas;Junho;7;01/01/2008
2009;Amazonas;Junho;13;01/01/2009
2010;Amazonas;Junho;9;01/01/2010
2011;Amazonas;Junho;22;01/01/2011
2012;Amazonas;Junho;45;01/01/2012
2013;Amazonas;Junho;56;01/01/2013
2014;Amazonas;Junho;74;01/01/2014
2015;Amazonas;Junho;33;01/01/2015
2016;Amazonas;Junho;90;01/01/2016
2017;Amazonas;Junho;119;01/01/2017
1998;Amazonas;Julho;71;01/01/1998
1999;Amazonas;Julho;11;01/01/1999
2000;Amazonas;Julho;39;01/01/2000
2001;Amazonas;Julho;9;01/01/2001
2002;Amazonas;Julho;146;01/01/2002
2003;Amazonas;Julho;180;01/01/2003
2004;Amazonas;Julho;177;01/01/2004
2005;Amazonas;Julho;676;01/01/2005
2006;Amazonas;Julho;123;01/01/2006
2007;Amazonas;Julho;116;01/01/2007
2008;Amazonas;Julho;108;01/01/2008
2009;Amazonas;Julho;199;01/01/2009
2010;Amazonas;Julho;640;01/01/2010
2011;Amazonas;Julho;271;01/01/2011
2012;Amazonas;Julho;234;01/01/2012
2013;Amazonas;Julho;248;01/01/2013
2014;Amazonas;Julho;202;01/01/2014
2015;Amazonas;Julho;356;01/01/2015
2016;Amazonas;Julho;1.137;01/01/2016
2017;Amazonas;Julho;1.975;01/01/2017
1998;Amazonas;Agosto;321;01/01/1998
1999;Amazonas;Agosto;259;01/01/1999
2000;Amazonas;Agosto;180;01/01/2000
2001;Amazonas;Agosto;501;01/01/2001
2002;Amazonas;Agosto;741;01/01/2002
2003;Amazonas;Agosto;1.867;01/01/2003
2004;Amazonas;Agosto;1.207;01/01/2004
2005;Amazonas;Agosto;2.316;01/01/2005
2006;Amazonas;Agosto;1.422;01/01/2006
2007;Amazonas;Agosto;2.241;01/01/2007
2008;Amazonas;Agosto;861;01/01/2008
2009;Amazonas;Agosto;1.321;01/01/2009
2010;Amazonas;Agosto;3.727;01/01/2010
2011;Amazonas;Agosto;1.243;01/01/2011
2012;Amazonas;Agosto;3.011;01/01/2012
2013;Amazonas;Agosto;1.276;01/01/2013
2014;Amazonas;Agosto;3.852;01/01/2014
2015;Amazonas;Agosto;4.564;01/01/2015
2016;Amazonas;Agosto;3.611;01/01/2016
2017;Amazonas;Agosto;6.316;01/01/2017
1998;Amazonas;Setembro;267;01/01/1998
1999;Amazonas;Setembro;216;01/01/1999
2000;Amazonas;Setembro;189;01/01/2000
2001;Amazonas;Setembro;166;01/01/2001
2002;Amazonas;Setembro;928;01/01/2002
2003;Amazonas;Setembro;1.401;01/01/2003
2004;Amazonas;Setembro;911;01/01/2004
2005;Amazonas;Setembro;2.812;01/01/2005
2006;Amazonas;Setembro;2.218;01/01/2006
2007;Amazonas;Setembro;1.36;01/01/2007
2008;Amazonas;Setembro;998;01/01/2008
2009;Amazonas;Setembro;3.091;01/01/2009
2010;Amazonas;Setembro;2.781;01/01/2010
2011;Amazonas;Setembro;1.295;01/01/2011
2012;Amazonas;Setembro;2.392;01/01/2012
2013;Amazonas;Setembro;1.739;01/01/2013
2014;Amazonas;Setembro;3.057;01/01/2014
2015;Amazonas;Setembro;5.882;01/01/2015
2016;Amazonas;Setembro;3.119;01/01/2016
2017;Amazonas;Setembro;4.033;01/01/2017
1998;Amazonas;Outubro;83;01/01/1998
1999;Amazonas;Outubro;479;01/01/1999
2000;Amazonas;Outubro;145;01/01/2000
2001;Amazonas;Outubro;332;01/01/2001
2002;Amazonas;Outubro;695;01/01/2002
2003;Amazonas;Outubro;725;01/01/2003
2004;Amazonas;Outubro;710;01/01/2004
2005;Amazonas;Outubro;545;01/01/2005
2006;Amazonas;Outubro;721;01/01/2006
2007;Amazonas;Outubro;215;01/01/2007
2008;Amazonas;Outubro;632;01/01/2008
2009;Amazonas;Outubro;2.189;01/01/2009
2010;Amazonas;Outubro;889;01/01/2010
2011;Amazonas;Outubro;694;01/01/2011
2012;Amazonas;Outubro;1.238;01/01/2012
2013;Amazonas;Outubro;1.202;01/01/2013
2014;Amazonas;Outubro;952;01/01/2014
2015;Amazonas;Outubro;2.494;01/01/2015
2016;Amazonas;Outubro;2.105;01/01/2016
2017;Amazonas;Outubro;1.581;01/01/2017
1998;Amazonas;Novembro;6;01/01/1998
1999;Amazonas;Novembro;32;01/01/1999
2000;Amazonas;Novembro;27;01/01/2000
2001;Amazonas;Novembro;244;01/01/2001
2002;Amazonas;Novembro;259;01/01/2002
2003;Amazonas;Novembro;169;01/01/2003
2004;Amazonas;Novembro;209;01/01/2004
2005;Amazonas;Novembro;261;01/01/2005
2006;Amazonas;Novembro;59;01/01/2006
2007;Amazonas;Novembro;90;01/01/2007
2008;Amazonas;Novembro;39;01/01/2008
2009;Amazonas;Novembro;973;01/01/2009
2010;Amazonas;Novembro;354;01/01/2010
2011;Amazonas;Novembro;399;01/01/2011
2012;Amazonas;Novembro;682;01/01/2012
2013;Amazonas;Novembro;220;01/01/2013
2014;Amazonas;Novembro;676;01/01/2014
2015;Amazonas;Novembro;1.054;01/01/2015
2016;Amazonas;Novembro;591;01/01/2016
2017;Amazonas;Novembro;552;01/01/2017
1998;Amazonas;Dezembro;196;01/01/1998
1999;Amazonas;Dezembro;2;01/01/1999
2000;Amazonas;Dezembro;60;01/01/2000
2001;Amazonas;Dezembro;22;01/01/2001
2002;Amazonas;Dezembro;44;01/01/2002
2003;Amazonas;Dezembro;147;01/01/2003
2004;Amazonas;Dezembro;53;01/01/2004
2005;Amazonas;Dezembro;17;01/01/2005
2006;Amazonas;Dezembro;23;01/01/2006
2007;Amazonas;Dezembro;7;01/01/2007
2008;Amazonas;Dezembro;0;01/01/2008
2009;Amazonas;Dezembro;102;01/01/2009
2010;Amazonas;Dezembro;123;01/01/2010
2011;Amazonas;Dezembro;121;01/01/2011
2012;Amazonas;Dezembro;80;01/01/2012
2013;Amazonas;Dezembro;236;01/01/2013
2014;Amazonas;Dezembro;293;01/01/2014
2015;Amazonas;Dezembro;565;01/01/2015
2016;Amazonas;Dezembro;133;01/01/2016
1998;Bahia;Janeiro;0;01/01/1998
1999;Bahia;Janeiro;114;01/01/1999
2000;Bahia;Janeiro;31;01/01/2000
2001;Bahia;Janeiro;24;01/01/2001
2002;Bahia;Janeiro;125;01/01/2002
2003;Bahia;Janeiro;439;01/01/2003
2004;Bahia;Janeiro;158;01/01/2004
2005;Bahia;Janeiro;303;01/01/2005
2006;Bahia;Janeiro;225;01/01/2006
2007;Bahia;Janeiro;373;01/01/2007
2008;Bahia;Janeiro;314;01/01/2008
2009;Bahia;Janeiro;177;01/01/2009
2010;Bahia;Janeiro;297;01/01/2010
2011;Bahia;Janeiro;101;01/01/2011
2012;Bahia;Janeiro;179;01/01/2012
2013;Bahia;Janeiro;125;01/01/2013
2014;Bahia;Janeiro;132;01/01/2014
2015;Bahia;Janeiro;256;01/01/2015
2016;Bahia;Janeiro;285;01/01/2016
2017;Bahia;Janeiro;154;01/01/2017
1998;Bahia;Fevereiro;0;01/01/1998
1999;Bahia;Fevereiro;157;01/01/1999
2000;Bahia;Fevereiro;32;01/01/2000
2001;Bahia;Fevereiro;101;01/01/2001
2002;Bahia;Fevereiro;204;01/01/2002
2003;Bahia;Fevereiro;223;01/01/2003
2004;Bahia;Fevereiro;122;01/01/2004
2005;Bahia;Fevereiro;143;01/01/2005
2006;Bahia;Fevereiro;277;01/01/2006
2007;Bahia;Fevereiro;113;01/01/2007
2008;Bahia;Fevereiro;235;01/01/2008
2009;Bahia;Fevereiro;117;01/01/2009
2010;Bahia;Fevereiro;206;01/01/2010
2011;Bahia;Fevereiro;156;01/01/2011
2012;Bahia;Fevereiro;200;01/01/2012
2013;Bahia;Fevereiro;231;01/01/2013
2014;Bahia;Fevereiro;107;01/01/2014
2015;Bahia;Fevereiro;143;01/01/2015
2016;Bahia;Fevereiro;418;01/01/2016
2017;Bahia;Fevereiro;100;01/01/2017
1998;Bahia;Março;0;01/01/1998
1999;Bahia;Março;83;01/01/1999
2000;Bahia;Março;65;01/01/2000
2001;Bahia;Março;4;01/01/2001
2002;Bahia;Março;146;01/01/2002
2003;Bahia;Março;274;01/01/2003
2004;Bahia;Março;115;01/01/2004
2005;Bahia;Março;158;01/01/2005
2006;Bahia;Março;199;01/01/2006
2007;Bahia;Março;141;01/01/2007
2008;Bahia;Março;135;01/01/2008
2009;Bahia;Março;249;01/01/2009
2010;Bahia;Março;156;01/01/2010
2011;Bahia;Março;90;01/01/2011
2012;Bahia;Março;404;01/01/2012
2013;Bahia;Março;363;01/01/2013
2014;Bahia;Março;148;01/01/2014
2015;Bahia;Março;229;01/01/2015
2016;Bahia;Março;281;01/01/2016
2017;Bahia;Março;163;01/01/2017
1998;Bahia;Abril;0;01/01/1998
1999;Bahia;Abril;55;01/01/1999
2000;Bahia;Abril;23;01/01/2000
2001;Bahia;Abril;26;01/01/2001
2002;Bahia;Abril;110;01/01/2002
2003;Bahia;Abril;376;01/01/2003
2004;Bahia;Abril;89;01/01/2004
2005;Bahia;Abril;76;01/01/2005
2006;Bahia;Abril;60;01/01/2006
2007;Bahia;Abril;64;01/01/2007
2008;Bahia;Abril;151;01/01/2008
2009;Bahia;Abril;40;01/01/2009
2010;Bahia;Abril;103;01/01/2010
2011;Bahia;Abril;149;01/01/2011
2012;Bahia;Abril;396;01/01/2012
2013;Bahia;Abril;108;01/01/2013
2014;Bahia;Abril;183;01/01/2014
2015;Bahia;Abril;190;01/01/2015
2016;Bahia;Abril;217;01/01/2016
2017;Bahia;Abril;94;01/01/2017
1998;Bahia;Maio;0;01/01/1998
1999;Bahia;Maio;76;01/01/1999
2000;Bahia;Maio;71;01/01/2000
2001;Bahia;Maio;85;01/01/2001
2002;Bahia;Maio;166;01/01/2002
2003;Bahia;Maio;106;01/01/2003
2004;Bahia;Maio;124;01/01/2004
2005;Bahia;Maio;120;01/01/2005
2006;Bahia;Maio;43;01/01/2006
2007;Bahia;Maio;161;01/01/2007
2008;Bahia;Maio;56;01/01/2008
2009;Bahia;Maio;34;01/01/2009
2010;Bahia;Maio;198;01/01/2010
2011;Bahia;Maio;189;01/01/2011
2012;Bahia;Maio;326;01/01/2012
2013;Bahia;Maio;141;01/01/2013
2014;Bahia;Maio;224;01/01/2014
2015;Bahia;Maio;144;01/01/2015
2016;Bahia;Maio;259;01/01/2016
2017;Bahia;Maio;121;01/01/2017
1998;Bahia;Junho;55;01/01/1998
1999;Bahia;Junho;64;01/01/1999
2000;Bahia;Junho;178;01/01/2000
2001;Bahia;Junho;98;01/01/2001
2002;Bahia;Junho;118;01/01/2002
2003;Bahia;Junho;140;01/01/2003
2004;Bahia;Junho;289;01/01/2004
2005;Bahia;Junho;211;01/01/2005
2006;Bahia;Junho;68;01/01/2006
2007;Bahia;Junho;270;01/01/2007
2008;Bahia;Junho;72;01/01/2008
2009;Bahia;Junho;92;01/01/2009
2010;Bahia;Junho;192;01/01/2010
2011;Bahia;Junho;345;01/01/2011
2012;Bahia;Junho;385;01/01/2012
2013;Bahia;Junho;208;01/01/2013
2014;Bahia;Junho;243;01/01/2014
2015;Bahia;Junho;242;01/01/2015
2016;Bahia;Junho;416;01/01/2016
2017;Bahia;Junho;329;01/01/2017
1998;Bahia;Julho;219;01/01/1998
1999;Bahia;Julho;107;01/01/1999
2000;Bahia;Julho;202;01/01/2000
2001;Bahia;Julho;248;01/01/2001
2002;Bahia;Julho;549;01/01/2002
2003;Bahia;Julho;261;01/01/2003
2004;Bahia;Julho;310;01/01/2004
2005;Bahia;Julho;269;01/01/2005
2006;Bahia;Julho;229;01/01/2006
2007;Bahia;Julho;811;01/01/2007
2008;Bahia;Julho;271;01/01/2008
2009;Bahia;Julho;321;01/01/2009
2010;Bahia;Julho;519;01/01/2010
2011;Bahia;Julho;578;01/01/2011
2012;Bahia;Julho;906;01/01/2012
2013;Bahia;Julho;362;01/01/2013
2014;Bahia;Julho;249;01/01/2014
2015;Bahia;Julho;306;01/01/2015
2016;Bahia;Julho;345;01/01/2016
2017;Bahia;Julho;300;01/01/2017
1998;Bahia;Agosto;815;01/01/1998
1999;Bahia;Agosto;453;01/01/1999
2000;Bahia;Agosto;633;01/01/2000
2001;Bahia;Agosto;979;01/01/2001
2002;Bahia;Agosto;1.827;01/01/2002
2003;Bahia;Agosto;1.039;01/01/2003
2004;Bahia;Agosto;1.43;01/01/2004
2005;Bahia;Agosto;948;01/01/2005
2006;Bahia;Agosto;995;01/01/2006
2007;Bahia;Agosto;3.734;01/01/2007
2008;Bahia;Agosto;611;01/01/2008
2009;Bahia;Agosto;439;01/01/2009
2010;Bahia;Agosto;2.423;01/01/2010
2011;Bahia;Agosto;1.795;01/01/2011
2012;Bahia;Agosto;1.835;01/01/2012
2013;Bahia;Agosto;610;01/01/2013
2014;Bahia;Agosto;674;01/01/2014
2015;Bahia;Agosto;829;01/01/2015
2016;Bahia;Agosto;724;01/01/2016
2017;Bahia;Agosto;1.018;01/01/2017
1998;Bahia;Setembro;2.718;01/01/1998
1999;Bahia;Setembro;1.275;01/01/1999
2000;Bahia;Setembro;2.285;01/01/2000
2001;Bahia;Setembro;3.964;01/01/2001
2002;Bahia;Setembro;6.439;01/01/2002
2003;Bahia;Setembro;8.847;01/01/2003
2004;Bahia;Setembro;6.433;01/01/2004
2005;Bahia;Setembro;4.066;01/01/2005
2006;Bahia;Setembro;3.006;01/01/2006
2007;Bahia;Setembro;7.438;01/01/2007
2008;Bahia;Setembro;4.837;01/01/2008
2009;Bahia;Setembro;3.61;01/01/2009
2010;Bahia;Setembro;5.323;01/01/2010
2011;Bahia;Setembro;7.086;01/01/2011
2012;Bahia;Setembro;7.495;01/01/2012
2013;Bahia;Setembro;2.681;01/01/2013
2014;Bahia;Setembro;2.604;01/01/2014
2015;Bahia;Setembro;7.956;01/01/2015
2016;Bahia;Setembro;1.819;01/01/2016
2017;Bahia;Setembro;1.791;01/01/2017
1998;Bahia;Outubro;1.969;01/01/1998
1999;Bahia;Outubro;1.307;01/01/1999
2000;Bahia;Outubro;3.35;01/01/2000
2001;Bahia;Outubro;1.687;01/01/2001
2002;Bahia;Outubro;5.414;01/01/2002
2003;Bahia;Outubro;4.264;01/01/2003
2004;Bahia;Outubro;4.81;01/01/2004
2005;Bahia;Outubro;8.405;01/01/2005
2006;Bahia;Outubro;2.079;01/01/2006
2007;Bahia;Outubro;4.981;01/01/2007
2008;Bahia;Outubro;7.691;01/01/2008
2009;Bahia;Outubro;2.552;01/01/2009
2010;Bahia;Outubro;5.264;01/01/2010
2011;Bahia;Outubro;2.166;01/01/2011
2012;Bahia;Outubro;4.607;01/01/2012
2013;Bahia;Outubro;1.969;01/01/2013
2014;Bahia;Outubro;2.763;01/01/2014
2015;Bahia;Outubro;4.989;01/01/2015
2016;Bahia;Outubro;1.415;01/01/2016
2017;Bahia;Outubro;4.005;01/01/2017
1998;Bahia;Novembro;49;01/01/1998
1999;Bahia;Novembro;49;01/01/1999
2000;Bahia;Novembro;114;01/01/2000
2001;Bahia;Novembro;699;01/01/2001
2002;Bahia;Novembro;1.02;01/01/2002
2003;Bahia;Novembro;533;01/01/2003
2004;Bahia;Novembro;1.736;01/01/2004
2005;Bahia;Novembro;1.595;01/01/2005
2006;Bahia;Novembro;239;01/01/2006
2007;Bahia;Novembro;2.126;01/01/2007
2008;Bahia;Novembro;3.175;01/01/2008
2009;Bahia;Novembro;402;01/01/2009
2010;Bahia;Novembro;605;01/01/2010
2011;Bahia;Novembro;176;01/01/2011
2012;Bahia;Novembro;168;01/01/2012
2013;Bahia;Novembro;288;01/01/2013
2014;Bahia;Novembro;348;01/01/2014
2015;Bahia;Novembro;1.705;01/01/2015
2016;Bahia;Novembro;408;01/01/2016
2017;Bahia;Novembro;174;01/01/2017
1998;Bahia;Dezembro;82;01/01/1998
1999;Bahia;Dezembro;37;01/01/1999
2000;Bahia;Dezembro;24;01/01/2000
2001;Bahia;Dezembro;158;01/01/2001
2002;Bahia;Dezembro;848;01/01/2002
2003;Bahia;Dezembro;710;01/01/2003
2004;Bahia;Dezembro;423;01/01/2004
2005;Bahia;Dezembro;116;01/01/2005
2006;Bahia;Dezembro;169;01/01/2006
2007;Bahia;Dezembro;259;01/01/2007
2008;Bahia;Dezembro;52;01/01/2008
2009;Bahia;Dezembro;308;01/01/2009
2010;Bahia;Dezembro;226;01/01/2010
2011;Bahia;Dezembro;230;01/01/2011
2012;Bahia;Dezembro;477;01/01/2012
2013;Bahia;Dezembro;131;01/01/2013
2014;Bahia;Dezembro;144;01/01/2014
2015;Bahia;Dezembro;1.408;01/01/2015
2016;Bahia;Dezembro;164;01/01/2016
1998;Ceara;Janeiro;0;01/01/1998
1999;Ceara;Janeiro;47;01/01/1999
2000;Ceara;Janeiro;1;01/01/2000
2001;Ceara;Janeiro;11;01/01/2001
2002;Ceara;Janeiro;33;01/01/2002
2003;Ceara;Janeiro;264;01/01/2003
2004;Ceara;Janeiro;143;01/01/2004
2005;Ceara;Janeiro;384;01/01/2005
2006;Ceara;Janeiro;211;01/01/2006
2007;Ceara;Janeiro;304;01/01/2007
2008;Ceara;Janeiro;166;01/01/2008
2009;Ceara;Janeiro;347;01/01/2009
2010;Ceara;Janeiro;288;01/01/2010
2011;Ceara;Janeiro;32;01/01/2011
2012;Ceara;Janeiro;273;01/01/2012
2013;Ceara;Janeiro;103;01/01/2013
2014;Ceara;Janeiro;115;01/01/2014
2015;Ceara;Janeiro;207;01/01/2015
2016;Ceara;Janeiro;100;01/01/2016
2017;Ceara;Janeiro;91;01/01/2017
1998;Ceara;Fevereiro;0;01/01/1998
1999;Ceara;Fevereiro;16;01/01/1999
2000;Ceara;Fevereiro;6;01/01/2000
2001;Ceara;Fevereiro;0;01/01/2001
2002;Ceara;Fevereiro;75;01/01/2002
2003;Ceara;Fevereiro;9;01/01/2003
2004;Ceara;Fevereiro;5;01/01/2004
2005;Ceara;Fevereiro;25;01/01/2005
2006;Ceara;Fevereiro;23;01/01/2006
2007;Ceara;Fevereiro;3;01/01/2007
2008;Ceara;Fevereiro;12;01/01/2008
2009;Ceara;Fevereiro;8;01/01/2009
2010;Ceara;Fevereiro;63;01/01/2010
2011;Ceara;Fevereiro;2;01/01/2011
2012;Ceara;Fevereiro;41;01/01/2012
2013;Ceara;Fevereiro;49;01/01/2013
2014;Ceara;Fevereiro;18;01/01/2014
2015;Ceara;Fevereiro;25;01/01/2015
2016;Ceara;Fevereiro;13;01/01/2016
2017;Ceara;Fevereiro;9;01/01/2017
1998;Ceara;Março;0;01/01/1998
1999;Ceara;Março;30;01/01/1999
2000;Ceara;Março;9;01/01/2000
2001;Ceara;Março;0;01/01/2001
2002;Ceara;Março;17;01/01/2002
2003;Ceara;Março;3;01/01/2003
2004;Ceara;Março;1;01/01/2004
2005;Ceara;Março;5;01/01/2005
2006;Ceara;Março;3;01/01/2006
2007;Ceara;Março;2;01/01/2007
2008;Ceara;Março;2;01/01/2008
2009;Ceara;Março;3;01/01/2009
2010;Ceara;Março;40;01/01/2010
2011;Ceara;Março;6;01/01/2011
2012;Ceara;Março;10;01/01/2012
2013;Ceara;Março;17;01/01/2013
2014;Ceara;Março;6;01/01/2014
2015;Ceara;Março;20;01/01/2015
2016;Ceara;Março;4;01/01/2016
2017;Ceara;Março;4;01/01/2017
1998;Ceara;Abril;0;01/01/1998
